Image ID,ratio,species,uuid,longitude,latitude,date
10215f14-341f-4cd4-b5cf-e401fd4f6ff2,2.052918981,Heteronympha merope,10215f14-341f-4cd4-b5cf-e401fd4f6ff2,142.188,-37.300791,16/12/2021
1053c78e-431c-4576-ba16-87e921ab8808,2.844491671,Heteronympha merope,1053c78e-431c-4576-ba16-87e921ab8808,150.336,-33.701,21/12/2010
10b732ce-e5c7-43fc-91d6-79c6258819f5,2.549971921,Heteronympha merope,10b732ce-e5c7-43fc-91d6-79c6258819f5,146.149112,-36.401255,25/04/2023
11047374-e8fc-487d-8c7c-fa12bb2911b4,3.106635404,Heteronympha merope,11047374-e8fc-487d-8c7c-fa12bb2911b4,145.341201,-37.830706,23/01/2022
110a8627-187b-4272-8330-53a0b8d6ac17,3.072116071,Heteronympha merope,110a8627-187b-4272-8330-53a0b8d6ac17,149.377087,-33.434293,22/12/2022
114aec7f-5c9f-488f-9db3-6c12d0f2e5da,3.321328678,Heteronympha merope,114aec7f-5c9f-488f-9db3-6c12d0f2e5da,147.756464,-40.865929,20/12/2020
11855e67-9749-4b46-813d-291ee03edfb5,2.431046457,Pieris rapae,11855e67-9749-4b46-813d-291ee03edfb5,142.053796,-35.583636,18/09/2022
11c458d0-eef2-44d9-9e64-c2dad818999d,2.918928689,Heteronympha merope,11c458d0-eef2-44d9-9e64-c2dad818999d,151.948916,-28.830213,10/01/2023
1211752a-78fc-4003-aac1-82603d90ea5d,2.327758627,Heteronympha merope,1211752a-78fc-4003-aac1-82603d90ea5d,145.256386,-37.651486,02/12/2022
1211752a-78fc-4003-aac1-82603d90ea5d,2.327758627,Heteronympha merope,1211752a-78fc-4003-aac1-82603d90ea5d,145.256386,-37.651486,02/12/2022
125690f3-7e66-4985-866d-2b42d9511b9f,2.613594193,Heteronympha merope,125690f3-7e66-4985-866d-2b42d9511b9f,145.987404,-38.830447,11/03/2021
126154db-e305-4b21-8ed2-461823d19f75,3.237421809,Heteronympha merope,126154db-e305-4b21-8ed2-461823d19f75,138.607595,-34.99776,29/11/2020
12694a56-d473-4c8c-ad8b-b0c597b0c9a8,2.771836711,Pieris rapae,12694a56-d473-4c8c-ad8b-b0c597b0c9a8,115.839979,-33.384334,22/05/2017
126951a7-3b44-4d91-aaba-d28a9f5f5b64,2.112050726,Pieris rapae,126951a7-3b44-4d91-aaba-d28a9f5f5b64,142.195898,-37.365169,24/12/2020
12761e49-f552-4c91-80d1-6da54fbf2b72,2.208126901,Heteronympha merope,12761e49-f552-4c91-80d1-6da54fbf2b72,144.323178,-38.170074,13/03/2022
12c37e9c-16d0-44c8-b445-52d62b147966,4.124351253,Heteronympha merope,12c37e9c-16d0-44c8-b445-52d62b147966,149.064308,-35.53295,14/12/2017
12e044b8-e801-4341-80cf-0430e133dc75,2.421431538,Pieris rapae,12e044b8-e801-4341-80cf-0430e133dc75,137.615121,-35.667956,09/11/2022
12e075fa-d06d-431d-9b33-d1b5e2151fb8,3.049853875,Heteronympha merope,12e075fa-d06d-431d-9b33-d1b5e2151fb8,117.701426,-34.77443,22/04/2023
12ee2bfa-80f4-461c-b972-1b986a455753,2.831096374,Pieris rapae,12ee2bfa-80f4-461c-b972-1b986a455753,143.480071,-38.042915,27/03/2022
12f206c8-b198-49e4-80dd-b70814add41d,5.260797496,Heteronympha merope,12f206c8-b198-49e4-80dd-b70814add41d,145.258997,-40.802754,05/01/2023
12f3655f-6222-46d2-acbc-76c1ae9cc9c3,2.803900686,Pieris rapae,12f3655f-6222-46d2-acbc-76c1ae9cc9c3,151.216571,-33.864186,18/12/2022
12fe67c6-5c88-42a7-966e-e0a9676e3484,2.967391304,Heteronympha merope,12fe67c6-5c88-42a7-966e-e0a9676e3484,146.955252,-36.749955,04/02/2022
135b1712-a224-439d-b151-be439be30798,2.527093781,Heteronympha merope,135b1712-a224-439d-b151-be439be30798,147.303743,-43.00871,24/01/2023
13c84990-9720-49c1-82d9-d76bf7dfe78a,2.287707279,Heteronympha merope,13c84990-9720-49c1-82d9-d76bf7dfe78a,149.060852,-34.832467,05/12/2020
13c91791-1ea1-444e-b162-a464bea7841f,3.703318063,Heteronympha merope,13c91791-1ea1-444e-b162-a464bea7841f,145.192312,-37.732423,29/01/2021
13f2521c-762c-4835-9f7c-7d3d9e10748a,2.097124192,Pieris rapae,13f2521c-762c-4835-9f7c-7d3d9e10748a,143.612731,-36.42544,22/01/2022
13f3d28f-4609-4331-a078-b7cd553f4653,3.579055489,Pieris rapae,13f3d28f-4609-4331-a078-b7cd553f4653,149.045014,-33.350925,24/12/2020
142b02ad-dc36-4379-885b-fb9465406c04,2.433120291,Heteronympha merope,142b02ad-dc36-4379-885b-fb9465406c04,149.380185,-33.433893,01/12/2022
1490d204-25f6-42d0-98bd-464680eaa297,2.664436817,Heteronympha merope,1490d204-25f6-42d0-98bd-464680eaa297,138.741956,-35.408061,01/05/2022
14995be6-9ac6-4f12-bd69-08670f8482ab,3.469879518,Heteronympha merope,14995be6-9ac6-4f12-bd69-08670f8482ab,145.623831,-37.996247,17/12/2022
14b226a4-6744-4067-8f79-84b348c9fb33,3.487996456,Heteronympha merope,14b226a4-6744-4067-8f79-84b348c9fb33,145.191116,-37.851002,30/11/2018
14c7dd71-b011-4237-83fd-b4078f05434e,2.543531645,Heteronympha merope,14c7dd71-b011-4237-83fd-b4078f05434e,145.35597,-38.342642,20/11/2021
15046397-2cc1-4aad-9b43-dbff44ede2c0,2.341942522,Pieris rapae,15046397-2cc1-4aad-9b43-dbff44ede2c0,151.232598,-33.899078,04/01/2011
1528f4aa-1424-4f21-aa5e-aa4c2ec364ae,2.231593079,Heteronympha merope,1528f4aa-1424-4f21-aa5e-aa4c2ec364ae,149.379835,-33.434073,23/12/2022
152bed3b-a495-4edb-8864-ed59dbf10f3e,2.107420024,Heteronympha merope,152bed3b-a495-4edb-8864-ed59dbf10f3e,145.253903,-37.626081,04/12/2020
1568124e-74e2-490b-88a1-46aeb4e4949f,2.477778536,Pieris rapae,1568124e-74e2-490b-88a1-46aeb4e4949f,149.835797,-36.856866,05/02/2023
15a7d82b-511a-42b7-81ee-e7c4f11ca7a0,2.079377585,Pieris rapae,15a7d82b-511a-42b7-81ee-e7c4f11ca7a0,151.260838,-33.959609,25/08/2020
15c1a2a6-3c3a-432b-b987-87b7b8c095a4,2.182304374,Pieris rapae,15c1a2a6-3c3a-432b-b987-87b7b8c095a4,145.417652,-37.869035,07/12/2022
15da0157-3c5f-4e47-a35d-e02ef844fafc,2.293671271,Heteronympha merope,15da0157-3c5f-4e47-a35d-e02ef844fafc,138.702955,-34.903467,05/12/2017
1602c7e3-5d49-45b9-9b9c-fa38092b9b2b,4.121904995,Heteronympha merope,1602c7e3-5d49-45b9-9b9c-fa38092b9b2b,148.888045,-35.45325,25/11/2022
1602c7e3-5d49-45b9-9b9c-fa38092b9b2b,4.121904995,Heteronympha merope,1602c7e3-5d49-45b9-9b9c-fa38092b9b2b,148.888045,-35.45325,25/11/2022
161f0a14-ecd4-4440-81a3-f6bd6789d777,3.055898524,Pieris rapae,161f0a14-ecd4-4440-81a3-f6bd6789d777,145.426908,-37.206349,22/02/2021
167baf49-6c68-4e04-8c3c-e76074ff77ed,2.365394963,Heteronympha merope,167baf49-6c68-4e04-8c3c-e76074ff77ed,144.171221,-37.849104,20/01/2023
16a7343e-0cf1-42ca-99aa-d69d290491c3,2.199146714,Pieris rapae,16a7343e-0cf1-42ca-99aa-d69d290491c3,151.215727,-33.86918,26/10/2014
16b18290-08aa-4031-bbcc-aece8b6e7493,2.112486392,Heteronympha merope,16b18290-08aa-4031-bbcc-aece8b6e7493,150.279587,-34.676515,24/11/2019
16d5b426-a34e-4035-8201-77a55382ef21,2.499504085,Heteronympha merope,16d5b426-a34e-4035-8201-77a55382ef21,145.164177,-37.824747,27/02/2018
16d5b426-a34e-4035-8201-77a55382ef21,2.499504085,Heteronympha merope,16d5b426-a34e-4035-8201-77a55382ef21,145.164177,-37.824747,27/02/2018
16df80ee-e006-4381-b889-e9f2238c3508,2.364762938,Heteronympha merope,16df80ee-e006-4381-b889-e9f2238c3508,145.134587,-37.711364,18/12/2022
16f30754-c14e-49e4-85fb-c68af7b56b8f,2.963894427,Heteronympha merope,16f30754-c14e-49e4-85fb-c68af7b56b8f,145.24263,-37.642241,07/12/2020
16f803a5-1ff5-4837-baa9-76c0614c9a87,2.326546183,Heteronympha merope,16f803a5-1ff5-4837-baa9-76c0614c9a87,150.783418,-33.510708,30/03/2022
1712b258-9705-4c31-9d16-6a9c6e06c9bc,3.396623212,Heteronympha merope,1712b258-9705-4c31-9d16-6a9c6e06c9bc,140.611477,-36.193442,29/04/2022
1747ad61-7dfc-4f47-bbca-ee5aed64d926,2.30616011,Pieris rapae,1747ad61-7dfc-4f47-bbca-ee5aed64d926,145.03572,-37.774037,06/02/2023
